timestamp-accel,accel-x,accel-y,accel-z,timestamp-gyro,gyro-x,gyro-y,gyro-z,activity code,user,window,accel-timestamp-diff,standard activity code
1140278500000000.0,-1.3233466208718783,-17.76250572972289,-9.887109940336334,1140278700000000.0,0.9713477,-1.6494247,0.89564013,A,1638,1,0.0,2
1140278700000000.0,-7.256666121754989,-8.207314080553594,-8.93298757488387,1140278700000000.0,3.0177453,-1.6260304,-2.2068458,A,1638,1,134217730.0,2
1140278700000000.0,-2.820457403139206,-5.713279295107601,-9.07807816240533,1140278700000000.0,9.215343,-2.1678956,-6.436715,A,1638,1,0.0,2
1140278700000000.0,-5.415938558171632,-5.6369276396162995,-10.795595699047269,1140278800000000.0,13.497137,-0.9472974,-7.8523464,A,1638,1,0.0,2
1140278800000000.0,-6.0695284785282215,-1.4881443784502966,-11.043437645921632,1140278800000000.0,13.285545,0.9850363,-6.70504,A,1638,1,134217730.0,2
1140278800000000.0,-5.534151315384058,2.776851334979658,-7.848628412520887,1140278900000000.0,8.995629,3.4232292,-4.058205,A,1638,1,0.0,2
1140278900000000.0,-5.989215959547305,6.819605782022391,-3.6173414234782193,1140278900000000.0,3.9668336,4.392739,0.033914898,A,1638,1,134217730.0,2
1140278900000000.0,-2.7412633506710224,7.418780503614447,-0.8268844519184491,1140278900000000.0,-2.8887558,3.1270566,2.6674752,A,1638,1,0.0,2
1140278900000000.0,2.9668104634762673,5.145354118390468,0.8918551561732224,1140279000000000.0,-6.31885,1.4193678,2.240198,A,1638,1,0.0,2
1140279000000000.0,4.689613231855146,-1.3071405922671533,-2.5746431829275593,1140279000000000.0,-4.2682624,2.044688,2.5573194,A,1638,1,134217730.0,2
1140279000000000.0,3.4230825945781764,0.9834930656600153,-5.52892674757386,1140279000000000.0,-5.216764,0.7640708,5.2091603,A,1638,1,0.0,2
1140279000000000.0,-0.06524160485220021,3.666335453000629,-3.2138690052626817,1140279200000000.0,-3.598988,-2.6743476,2.4196308,A,1638,1,0.0,2
1140279200000000.0,3.3341705994365105,-1.4031907966079573,1.4884866634800424,1140279200000000.0,3.0839813,-1.6919186,-2.7889624,A,1638,1,134217730.0,2
1140279200000000.0,4.603688876213238,-1.6953697795969958,3.352283034066957,1140279300000000.0,5.4936447,2.1798863,-3.1156032,A,1638,1,0.0,2
1140279300000000.0,1.6277908427314562,4.83173195489354,2.5235047229698213,1140279300000000.0,0.061028942,1.9589361,-1.4667448,A,1638,1,134217730.0,2
1140279300000000.0,-3.088641500677379,6.80572722511135,4.598911005513642,1140279300000000.0,-4.57972,0.39773408,-0.70613146,A,1638,1,0.0,2
1140279300000000.0,-4.5847251224112515,3.3120097438330998,3.485972444738612,1140279500000000.0,-3.3003354,-0.10723732,-1.4094784,A,1638,1,0.0,2
1140279500000000.0,-2.8006219829759247,0.5588580049351454,2.351456714069277,1140279500000000.0,-1.2902678,0.046594623,-2.1709163,A,1638,1,134217730.0,2
1140279500000000.0,0.28571031600386476,0.33940702975740367,3.0499316936235745,1140279500000000.0,-1.5128083,0.49707383,-2.6331084,A,1638,1,0.0,2
1140279500000000.0,4.998240896345031,-1.958172802481267,3.5896542423148237,1140279600000000.0,-1.5089165,0.46536934,-1.8258007,A,1638,1,0.0,2
1140279600000000.0,5.0385807039498625,-4.865512902393332,3.8928616302096577,1140279600000000.0,-1.2651902,0.41397014,-0.528586,A,1638,1,134217730.0,2
1140279600000000.0,3.4151917589334073,-5.68274646723027,4.209759835639225,1140279700000000.0,0.22210032,-0.0966804,0.14617121,A,1638,1,0.0,2
1140279700000000.0,2.058362232476875,-5.842520904772991,3.8895573195536235,1140279700000000.0,1.9701098,0.079649925,0.92029,A,1638,1,134217730.0,2
1140279700000000.0,1.1619226098823354,-4.776838436865052,3.079311176126566,1140279700000000.0,3.2723181,0.3670641,1.3837095,A,1638,1,0.0,2
1140279700000000.0,1.0461710528739554,-2.255834623190174,2.580441009858867,1140279900000000.0,2.4030392,1.1177027,1.8252865,A,1638,1,0.0,2
1140279900000000.0,-2.2217156387644215,-0.2880450853044838,2.189169273840409,1140279900000000.0,1.3407097,1.3716125,2.1490188,A,1638,1,134217730.0,2
1140279900000000.0,-4.721292565763841,-0.4315363237751395,1.521033182191728,1140279900000000.0,2.3968782,1.2049004,1.9769121,A,1638,1,0.0,2
1140279900000000.0,-3.974508366539103,-0.46315724065000685,1.1101637281185726,1140280000000000.0,3.063818,1.2229482,1.2804934,A,1638,1,0.0,2
1140280000000000.0,-1.9471858333228877,1.0341274470418362,0.540020987062265,1140280000000000.0,2.616344,0.82900554,0.15513884,A,1638,1,134217730.0,2
1140280000000000.0,0.7967539406048754,1.0321545216836923,0.44619108089503356,1140280000000000.0,0.70345426,0.64920825,-0.49540764,A,1638,1,0.0,2
1140280000000000.0,1.5342388772850712,0.8150941021992675,0.02649718050169092,1140280100000000.0,-1.9579626,0.51668465,0.4466649,A,1638,1,0.0,2
1140280100000000.0,2.359262614906955,1.5584893367462993,-0.23104140669947704,1140280100000000.0,-3.7107143,0.5672099,1.3642384,A,1638,1,134217730.0,2
1140280100000000.0,2.5007974471141923,1.9587596704204624,-0.7185884470485491,1140280300000000.0,-2.3455446,-0.8023503,0.11919208,A,1638,1,0.0,2
1140280300000000.0,-0.26550421941146607,1.366420967575226,0.4470556443433029,1140280300000000.0,0.20778741,-1.8712485,-0.962617,A,1638,1,134217730.0,2
1140280300000000.0,0.16201230729880767,2.1609759998347364,1.8926131596795923,1140280300000000.0,-0.5846689,-1.0751308,-0.90738773,A,1638,1,0.0,2
1140280300000000.0,-0.8718764145379434,3.935690278051424,1.3930340894368973,1140280400000000.0,-1.9587166,-1.0959519,-1.3068016,A,1638,1,0.0,2
1140280400000000.0,-3.946837729390216,2.853542415409515,1.1658256139874574,1140280400000000.0,-1.7203715,-1.7621573,-2.1930828,A,1638,1,134217730.0,2
1140280400000000.0,-4.5585621581765965,2.1552959065082042,0.5433010683814978,1140280400000000.0,-0.940764,-2.002226,-1.9716814,A,1638,1,0.0,2
1140280400000000.0,-2.0109456651586846,0.7545266210928215,0.12281730486465059,1140280500000000.0,1.5262029,-2.7795415,-1.3338277,A,1638,1,0.0,2
1140280500000000.0,0.6727533196712723,-2.130456395249295,2.8099113597601457,1140280500000000.0,2.6597283,-4.2428083,-2.807437,A,1638,1,134217730.0,2
1140280500000000.0,4.514908590481367,0.04536949072073382,2.82156060544439,1140280700000000.0,-0.10833799,-1.5281597,-2.4510474,A,1638,1,0.0,2
1140280700000000.0,5.017065101175508,2.197192304526209,1.8260399840175623,1140280700000000.0,-3.1791012,0.78705275,-0.32153612,A,1638,1,134217730.0,2
1140280700000000.0,3.473940656813398,-1.9052149721795244,0.7365116299437191,1140280700000000.0,-2.0787132,0.33082244,0.5673495,A,1638,1,0.0,2
1140280700000000.0,3.006814286802073,-4.548316596801467,-0.43183096888138595,1140280800000000.0,0.402586,1.0227641,0.9561725,A,1638,1,0.0,2
1140280800000000.0,3.8900481780580325,-2.7780072245245955,-2.780855848943148,1140280800000000.0,1.9311173,2.0248735,2.3225856,A,1638,1,134217730.0,2
1140280800000000.0,1.6773158748781283,-0.7367191857394226,-3.798588116804834,1140280800000000.0,1.6386783,1.7394269,3.8819802,A,1638,1,0.0,2
1140280800000000.0,-2.2457278926504136,-1.0020411173415364,-2.946403292436805,1140281000000000.0,1.4650791,1.667836,4.072615,A,1638,1,0.0,2
1140281000000000.0,-3.822124522914221,-1.4590198324046324,-1.4865930336596205,1140281000000000.0,1.886263,1.8464566,3.0562322,A,1638,1,134217730.0,2
1140281000000000.0,-3.4700031829190534,-1.3205799961552085,-0.6792794454472253,1140281100000000.0,2.294444,1.5399475,1.3958654,A,1638,1,0.0,2
1140281100000000.0,-2.166339268149025,-1.9059508220490113,-1.2345406318831502,1140281100000000.0,3.3513231,1.0569785,0.20255037,A,1638,1,134217730.0,2
1140281100000000.0,-0.5717893949053773,-0.16838188018924893,-1.678858381130349,1140281100000000.0,1.5314964,1.0830877,0.32669505,A,1638,1,0.0,2
1140281100000000.0,-0.14678645757045994,2.069401011586601,-1.0418430974845112,1140281200000000.0,-1.5881835,0.54467696,1.1006868,A,1638,1,0.0,2
1140281200000000.0,-0.1680343722032476,1.8242456877683164,-0.663007825593299,1140281200000000.0,-2.5172002,-0.34342656,0.7877097,A,1638,1,134217730.0,2
1140281200000000.0,0.055538745475718146,1.3922663830316016,-0.5669193440878436,1140281200000000.0,-1.376879,-1.444964,-1.1540554,A,1638,1,0.0,2
1140281200000000.0,-1.2834418800097176,1.1950083810103558,0.4234694853390076,1140281300000000.0,-0.8736271,-1.8028696,-2.9901614,A,1638,1,0.0,2
1140281300000000.0,-0.7704730713934652,1.1111637703240989,0.1981935786555068,1140281300000000.0,-1.6743171,-1.8620247,-3.623451,A,1638,1,134217730.0,2
1140281300000000.0,0.24754783162808947,0.29933862369162983,-0.46206377810893573,1140281500000000.0,-2.219236,-2.3878784,-3.4206495,A,1638,1,0.0,2
1140281500000000.0,-1.2916933654656209,0.08366392234313949,-1.08002785473598,1140281500000000.0,-1.9962919,-2.0672958,-2.7001653,A,1638,1,134217730.0,2
1140281500000000.0,-3.2547878589846686,0.08099465415129942,-1.3552812679072352,1140281500000000.0,-1.4225078,-1.6247263,-2.2712693,A,1638,1,0.0,2
1140281500000000.0,-1.3168622372094614,-0.04855771915572349,-1.8311936227963028,1140281600000000.0,-1.2209704,-1.5122764,-2.2951367,A,1638,1,0.0,2
1140281600000000.0,0.6280681298729947,0.6673875530979038,-0.747958187252785,1140281600000000.0,-1.6063533,-1.7441748,-2.0392346,A,1638,1,134217730.0,2
1140281600000000.0,2.8036223048506193,1.3366547240837914,0.167204306095889,1140281600000000.0,-1.9316154,-1.7914875,-1.148242,A,1638,1,0.0,2
1140281600000000.0,4.119127115403283,-1.571857412562006,2.213276809746822,1140281700000000.0,-0.87254083,-0.9721708,-0.32070565,A,1638,1,0.0,2
1140281700000000.0,5.322869346925804,-3.0354096688169356,2.7689045777437764,1140281700000000.0,-0.19477452,0.28008208,1.0117581,A,1638,1,134217730.0,2
1140281700000000.0,3.4343970907118777,-2.4689932457264776,3.047527917063516,1140281900000000.0,0.9087826,1.6276962,1.7130554,A,1638,1,0.0,2
1140281900000000.0,2.6748895706709144,-2.7858506310663604,0.6464232146064466,1140281900000000.0,2.9205804,3.100143,1.700772,A,1638,1,134217730.0,2
1140281900000000.0,2.0442668769751355,-1.525427678411945,-2.1077827320096905,1140281900000000.0,3.5843916,2.888876,1.518541,A,1638,1,0.0,2
1140281900000000.0,-0.3384541160556873,0.2276768463019655,-2.4310364972795733,1140282000000000.0,2.5826423,2.269995,1.8487078,A,1638,1,0.0,2
1140282000000000.0,-2.445860761530996,0.9341327267465709,-1.7630886083601502,1140282000000000.0,1.3317316,2.1879406,2.3061166,A,1638,1,134217730.0,2
1140282000000000.0,-3.7996041490230805,0.8481842477828266,-1.5369182020401078,1140282000000000.0,0.67245454,1.8253913,2.094154,A,1638,1,0.0,2
1140282000000000.0,-3.1468586880549214,0.188814758524819,-1.4640190964685902,1140282100000000.0,1.1279856,1.5157294,1.551067,A,1638,1,0.0,2
1140282100000000.0,-1.4354070102427379,0.6485180410541203,-1.6630952601081592,1140282100000000.0,1.1406833,1.3178765,0.704099,A,1638,1,134217730.0,2
1140282100000000.0,-0.3942012010515049,0.8893288565077854,-1.1064093246743734,1140282300000000.0,-0.018645547,0.38784343,0.42678493,A,1638,1,0.0,2
1140282300000000.0,-0.9436739428052883,1.5393365978446463,-0.5917743273608789,1140282300000000.0,-1.2701553,-1.0827374,0.7623864,A,1638,1,134217730.0,2
1140282300000000.0,1.0125537734948873,2.4178700770368002,-1.2379303915644408,1140282300000000.0,-2.195275,-1.8117543,0.15513547,A,1638,1,0.0,2
1140282300000000.0,0.3716783898616591,1.5963436297317493,-0.21125857581141627,1140282400000000.0,-0.9331718,-3.5128934,-1.1359559,A,1638,1,0.0,2
1140282400000000.0,-0.11895895712300522,0.7456524971802276,1.5836177809084577,1140282400000000.0,-1.5655364,-2.3795133,-1.726654,A,1638,1,134217730.0,2
1140282400000000.0,0.5748011779922484,2.985723546988361,0.31411359731172395,1140282400000000.0,-2.8609052,-0.1257834,-1.0092016,A,1638,1,0.0,2
1140282400000000.0,-2.68890767822603,1.5535503663751826,-0.17984640192877777,1140282500000000.0,-3.1432223,-0.49502218,-1.4093347,A,1638,1,0.0,2
1140282500000000.0,-4.5438948301332225,-0.6653556883974345,0.525404821156424,1140282500000000.0,-2.0741723,-0.84717566,-2.2844942,A,1638,1,134217730.0,2
1140282500000000.0,-1.7150149501439542,-1.5011329060877763,-0.41321181003300417,1140282500000000.0,-0.5921742,-0.7547022,-2.7650244,A,1638,1,0.0,2
1140282500000000.0,1.1076573656839688,-1.1240848706412783,0.6631190116804926,1140282700000000.0,-0.228204,-0.6480015,-2.3422322,A,1638,1,0.0,2
1140282700000000.0,1.300155666540749,0.3864378036852523,1.549913088705324,1140282700000000.0,-1.7190441,-1.4772675,-1.0888038,A,1638,1,134217730.0,2
1140282700000000.0,2.124092344336854,-0.4919979799379356,1.7081960704574397,1140282800000000.0,-1.4268566,-0.8917883,-0.10080452,A,1638,1,0.0,2
1140282800000000.0,3.5764924393493747,-0.9611658183865233,0.8823037138086107,1140282800000000.0,-0.28132835,0.44739538,0.074876785,A,1638,1,134217730.0,2
1140282800000000.0,2.9240561083361687,-1.0975460654066365,1.5835296979334412,1140282800000000.0,0.54599583,0.71203077,0.060827345,A,1638,1,0.0,2
1140282800000000.0,2.255202940530411,-3.2644039669879152,1.0501430968257162,1140283000000000.0,1.6201845,2.3290186,1.0152379,A,1638,1,0.0,2
1140283000000000.0,3.4027627470028623,-1.6271165205984497,-0.9789391777153174,1140283000000000.0,1.9860945,3.8547564,2.9659455,A,1638,1,134217730.0,2
1140283000000000.0,1.0314909243231725,-0.5889646179099137,-1.5722762217559174,1140283000000000.0,1.6122735,3.4920392,3.6683636,A,1638,1,0.0,2
1140283000000000.0,-1.1420166751755367,0.8384244960522349,-0.9483903187348485,1140283100000000.0,0.9242345,2.916704,3.516944,A,1638,1,0.0,2
1140283100000000.0,-4.427097865554083,0.8393509096616822,0.09649704269054876,1140283100000000.0,1.9467179,2.1962206,3.031317,A,1638,1,134217730.0,2
1140283100000000.0,-1.9442524634545297,-0.2123575819276668,-0.04315553926375633,1140283200000000.0,3.5722516,1.5494112,1.5168631,A,1638,1,0.0,2
1140283200000000.0,-1.439705398846375,0.0743634079363179,0.6302879589185508,1140283200000000.0,3.0389504,1.0612217,0.04249141,A,1638,1,134217730.0,2
1140283200000000.0,-0.6340746989552732,1.9907688631404936,-0.11555430912276493,1140283200000000.0,-0.9768943,0.20788646,0.06434903,A,1638,1,0.0,2
1140283200000000.0,-1.4071749461574838,3.7751405644738023,0.824541054910541,1140283300000000.0,-4.2991767,-0.57092404,1.006678,A,1638,1,0.0,2
1140283300000000.0,-0.7847628022163797,3.348818032897939,-0.5486477642371717,1140283300000000.0,-3.9324098,-0.87549114,0.6849838,A,1638,1,134217730.0,2
1140283300000000.0,-0.0844783177510357,0.2462544038193204,0.6214231274353577,1140283300000000.0,-1.3800993,-1.5921849,-1.7835891,A,1638,1,0.0,2
1140283300000000.0,-0.03258540013986544,-0.6509684535602656,0.7217561739654361,1140283500000000.0,-1.3847818,-1.021449,-2.258463,A,1638,1,0.0,2
1140283500000000.0,-1.5460007485154499,1.4633300363458943,0.5662765320797664,1140283500000000.0,-2.1721551,-1.1883063,-0.9571876,A,1638,1,134217730.0,2
1140283500000000.0,-2.996578159034122,0.9567788716560571,0.6466459758292655,1140283600000000.0,-2.1941223,-1.3118224,-1.1707577,A,1638,1,0.0,2
1140283600000000.0,-3.356881254669617,0.6470703531974233,1.0751071363335067,1140283600000000.0,-2.1223536,-0.5528559,-1.916603,A,1638,1,134217730.0,2
1140283600000000.0,-1.8821111046986898,0.2686557286002198,-0.2607690674395059,1140283600000000.0,-1.3295231,-0.28355318,-2.412363,A,1638,1,0.0,2
1140283600000000.0,0.236745500149246,-0.3183554102211802,-0.30867027633417254,1140283800000000.0,-0.4550919,-0.82466495,-3.1988695,A,1638,1,0.0,2
1140283800000000.0,2.257601288323304,-0.37946797774006846,0.09842326537365909,1140283800000000.0,-0.20312835,-1.2972918,-3.208872,A,1638,1,134217730.0,2
1140283800000000.0,5.864424894376067,-1.8692659052488034,1.7213699585189701,1140283800000000.0,-0.7144811,-1.1565179,-1.9512392,A,1638,1,0.0,2
1140283800000000.0,4.067347328148595,-3.296651522897917,2.1191035035261425,1140283900000000.0,-1.7273954,0.22196461,0.5258396,A,1638,1,0.0,2
1140283900000000.0,3.0045645212039114,-2.8105564554963687,3.122164001954288,1140283900000000.0,-1.038663,0.9533926,1.2274426,A,1638,1,134217730.0,2
1140283900000000.0,0.01765129014499378,-4.432544011400311,1.4363368079779222,1140284000000000.0,0.97713816,1.6886417,1.5147955,A,1638,1,0.0,2
1140284000000000.0,1.1664692314170648,-3.035298437784402,-0.6176443435983845,1140284000000000.0,1.7729276,1.648804,2.0498164,A,1638,1,134217730.0,2
1140284000000000.0,-0.9535668505740975,-1.3096967578596983,-0.9583359021063039,1140284000000000.0,1.8813868,1.3065231,2.3911805,A,1638,1,0.0,2
1140284000000000.0,-2.605254449345746,-0.7295344573349345,-0.7601566319203878,1140284200000000.0,2.2224112,1.1186295,2.4168067,A,1638,1,0.0,2
1140284200000000.0,-2.408837465431941,-0.4403317637227844,-0.9894037698729148,1140284200000000.0,2.305712,1.5437824,2.330856,A,1638,1,134217730.0,2
1140284200000000.0,-1.4581814017999912,0.4343529569929192,-1.9251950866600764,1140284200000000.0,1.8903999,1.732571,2.2490816,A,1638,1,0.0,2
1140284200000000.0,-0.19979188677837986,0.6591220302005036,-2.090129559098912,1140284300000000.0,1.0506636,1.802718,2.0765696,A,1638,1,0.0,2
1140284300000000.0,1.707619560523851,1.472323346583439,-2.8188070348874104,1140284300000000.0,-0.6359872,1.7387639,2.444789,A,1638,1,134217730.0,2
1140284300000000.0,0.4912506051584842,2.2495803018205844,-2.0748335908645394,1140284400000000.0,-2.4917424,0.7417392,2.6032224,A,1638,1,0.0,2
1140284400000000.0,-0.5415599730336838,5.193157133392443,-2.7175828508463535,1140284400000000.0,-2.3363671,-0.6238643,1.4763787,A,1638,1,134217730.0,2
1140284400000000.0,-1.8649138933985983,1.657386861070035,1.6860185730375183,1140284400000000.0,0.7552406,-3.148192,-3.0204577,A,1638,1,0.0,2
1140284400000000.0,-1.5618705645580138,1.0687720620501893,0.6076035838153564,1140284600000000.0,0.8694684,-2.0838177,-3.0171497,A,1638,1,0.0,2
1140284600000000.0,-0.8086866905438127,3.157875918698339,-0.3094343296981308,1140284600000000.0,-1.0148526,-1.5605291,-1.3476616,A,1638,1,134217730.0,2
1140284600000000.0,-1.6232396987068833,2.8210693002604095,-0.9711783246279653,1140284600000000.0,-2.0805728,-0.9579558,-1.3688537,A,1638,1,0.0,2
1140284600000000.0,-2.6038619695361955,1.784329024711785,-1.5521001811205655,1140284700000000.0,-2.3347607,-0.06437247,-2.75726,A,1638,1,0.0,2
1140284700000000.0,-0.8080848702683605,0.09336256292631584,-2.3947576638219408,1140284700000000.0,-1.3086953,0.5932381,-3.5695715,A,1638,1,134217730.0,2
1140284700000000.0,1.525439289472346,0.546509767731102,-1.5389348248518,1140284800000000.0,-2.0397997,-0.3433085,-3.6721346,A,1638,1,0.0,2
1140284800000000.0,3.2916555152932854,0.27237272724854167,-1.039899861939415,1140284800000000.0,-1.5232806,-1.4687191,-3.771172,A,1638,1,134217730.0,2
1140284800000000.0,6.327595753804166,-7.668625939791489,3.8203772216495,1140284800000000.0,-0.7090023,-1.1433744,-2.0795097,A,1638,1,0.0,2
1140284800000000.0,4.428941249044133,-2.4525180505818045,3.8933947466289753,1140285000000000.0,-1.5125389,0.49375919,0.8581255,A,1638,1,0.0,2
1140285000000000.0,1.1654286183351132,-5.415647469828853,4.521714696768561,1140285000000000.0,1.7115598,0.9594132,0.43027344,A,1638,1,134217730.0,2
1140285000000000.0,-0.16465833047253042,-3.703535278992624,1.9048310462645883,1140285000000000.0,1.4796,1.7068145,1.7654362,A,1638,1,0.0,2
1140285000000000.0,0.28044781667829743,-1.2828299297106502,0.2681246173906767,1140285100000000.0,1.3598596,1.7606506,2.728711,A,1638,1,0.0,2
1140285100000000.0,0.37888774492861366,-1.3976650479530293,-0.8469458020289815,1140285100000000.0,2.3329542,2.051953,2.982894,A,1638,1,134217730.0,2
1140285100000000.0,-0.46479536343799843,-0.8432206434052836,-1.7444513138913438,1140285100000000.0,4.0562572,1.766884,1.6913993,A,1638,1,0.0,2
1140285100000000.0,-0.3828023413564555,-3.710304714787613,-0.9411521785069863,1140285200000000.0,3.6166358,2.303569,2.7955298,A,1638,1,0.0,2
1140285200000000.0,-1.3929415455369312,2.623070424835437,-1.0430504476998268,1140285200000000.0,2.204601,2.1569397,1.8254911,A,1638,1,134217730.0,2
