level_0,attitude.roll,attitude.pitch,attitude.yaw,gravity.x,gravity.y,gravity.z,gyro-x,gyro-y,gyro-z,accel-x,accel-y,accel-z,activity code,index,user,serial,csv,standard activity code
26,-0.94763255,-1.1163319,1.9436917,-0.3563926,0.89856654,-0.2559802,-0.0874942,0.039907336,-0.014874607,0.39324068591819794,0.4547284637474045,0.5082502649581,0,26,5,1,dws_1/sub_5.csv,4
27,-0.96126485,-1.1112554,1.929652,-0.36379007,0.89615655,-0.25439525,0.19096099,-0.24002832,-0.15503779,-0.7178007212601392,-2.079023620178231,0.3987585008287862,0,27,5,1,dws_1/sub_5.csv,4
28,-0.9194311,-1.1146052,2.012918,-0.3501384,0.8978934,-0.266356,0.49794826,-0.7424502,1.0611583,-1.1743547912937213,-1.876795346502877,-0.7560839416931363,0,28,5,1,dws_1/sub_5.csv,4
29,-0.8454944,-1.1710516,2.1115458,-0.29150862,0.9210555,-0.25912327,-0.20318145,0.027325392,1.5114751,0.3960709056603682,1.8788949434082276,0.89289545215719,0,29,5,1,dws_1/sub_5.csv,4
30,-0.6684308,-1.2143376,2.3124566,-0.21590468,0.9372238,-0.27297348,0.6434968,-0.47242802,1.6332214,2.2217690026016426,-2.8522384527972786,-0.8093365273972432,0,30,5,1,dws_1/sub_5.csv,4
31,-0.58528256,-1.2442338,2.4178941,-0.17683457,0.947057,-0.26797467,-0.6843051,0.049970806,0.24355385,0.7038831257495677,4.679649672965053,-0.2312285692306574,0,31,5,1,dws_1/sub_5.csv,4
32,-0.6022208,-1.2661815,2.391413,-0.17013396,0.95404214,-0.24679928,-0.014188566,-0.0037659407,0.29035732,0.27435949525094266,2.626240432349121,0.14777401999556192,0,32,5,1,dws_1/sub_5.csv,4
33,-0.5313529,-1.2735445,2.4713714,-0.14827932,0.9560812,-0.25284648,-0.007609806,-0.0031288862,0.47830546,2.0455442417161205,-3.009658437430307,-0.308141933875649,0,33,5,1,dws_1/sub_5.csv,4
34,-0.49238396,-1.2847643,2.5079043,-0.13348174,0.9594605,-0.24834476,-0.112226486,0.042322695,0.25027284,1.7482630536203205,-1.7325197855415095,-0.5799174343329341,0,34,5,1,dws_1/sub_5.csv,4
35,-0.41664362,-1.3102751,2.5857615,-0.10411316,0.96616197,-0.2357843,-0.4590452,0.107296705,0.95033014,0.7257325174080822,2.0888769007312527,-0.37679702052030134,0,35,5,1,dws_1/sub_5.csv,4
36,-0.25470984,-1.3459387,2.742331,-0.05630862,0.97492576,-0.21572317,-0.29082912,0.19119328,0.6752795,1.2727559764506995,4.7297780888661105,-0.038151701972858595,0,36,5,1,dws_1/sub_5.csv,4
37,-0.2405361,-1.3549632,2.766314,-0.050681435,0.97673184,-0.20792054,-0.07521575,-0.44279358,-0.06686024,1.9182008724142237,-0.6539023356088631,-0.33654431508185645,0,37,5,1,dws_1/sub_5.csv,4
38,-0.2681297,-1.3607123,2.7594516,-0.055775054,0.97809607,-0.20128323,-0.26783842,-0.3852476,-0.056009583,2.5472536879558887,1.5664212214168853,-0.5756851421158494,0,38,5,1,dws_1/sub_5.csv,4
39,-0.40127766,-1.380986,2.6526656,-0.07280676,0.98196244,-0.17353897,-0.63210744,-0.6103493,-0.3066573,1.7584012690472786,-1.3243699989793873,1.17284648866538,0,39,5,1,dws_1/sub_5.csv,4
40,-0.47716677,-1.3967621,2.5919206,-0.079914816,0.98494506,-0.15387394,-0.04258999,0.02670002,0.059703834,0.5544924680571303,0.17857596751292346,0.2061023276117008,0,40,5,1,dws_1/sub_5.csv,4
41,-0.50187004,-1.3993465,2.5580506,-0.08173131,0.9853128,-0.14948018,-0.2849002,0.11528283,-0.19460475,1.673594038821005,0.32346221117085233,-0.9621093617615579,0,41,5,1,dws_1/sub_5.csv,4
42,-0.58722377,-1.4068439,2.4673746,-0.09071262,0.9866149,-0.13591106,-0.17453542,0.16955584,-0.15102996,1.1002964802752884,0.49750242194363703,0.39702362719010675,0,42,5,1,dws_1/sub_5.csv,4
43,-0.6186178,-1.4048458,2.4177911,-0.09557751,0.9862525,-0.13449697,-0.061147295,0.3335666,-0.19296968,1.578074460706872,0.36633038900745246,0.303678310027255,0,43,5,1,dws_1/sub_5.csv,4
44,-0.67616963,-1.4094148,2.3327703,-0.10070267,0.9870174,-0.12535225,-0.2618505,0.6215618,-0.1841116,-0.28073346473311683,-0.48127979653166036,0.16058284749760138,0,44,5,1,dws_1/sub_5.csv,4
45,-0.6932652,-1.4129119,2.2863762,-0.100351885,0.9875581,-0.12087436,-0.005854723,0.46895242,-0.038598713,-0.7700463269502255,0.00737757236627613,0.09096204323437168,0,45,5,1,dws_1/sub_5.csv,4
46,-0.6775876,-1.4104742,2.2747386,-0.100143686,0.9871806,-0.12437256,0.037981372,0.6947432,-0.038523816,-0.007469889568064211,0.07369198488925026,0.40582892593580017,0,46,5,1,dws_1/sub_5.csv,4
47,-0.67948747,-1.4078165,2.2239883,-0.10188845,0.98674643,-0.12617747,-0.06695285,1.1327364,-0.1037311,-0.21362744274386009,-0.22600611246114588,0.08650512899050984,0,47,5,1,dws_1/sub_5.csv,4
48,-0.6523323,-1.4083216,2.1950617,-0.09826032,0.9868356,-0.1285062,0.029473424,1.0958357,-0.00704965,-0.3998694754293159,-0.49099848197505896,0.02628241492380288,0,48,5,1,dws_1/sub_5.csv,4
49,-0.58716273,-1.4060469,2.208363,-0.09091707,0.98645294,-0.1365432,0.11698925,0.9983533,0.051138498,-0.2685597789507906,-0.31647283702939855,0.2993184464819657,0,49,5,1,dws_1/sub_5.csv,4
50,-0.5015278,-1.4047183,2.2446008,-0.079526454,0.9862516,-0.14498465,0.06134936,1.0092895,0.14526168,-0.3268550727292733,-0.16316622946548032,0.4389810758891708,0,50,5,1,dws_1/sub_5.csv,4
51,-0.39235294,-1.408101,2.3065515,-0.062119864,0.9867822,-0.14979829,0.04459446,0.8764047,0.2689033,-0.5846463063897527,-0.33551869118969646,0.2156055505626769,0,51,5,1,dws_1/sub_5.csv,4
52,-0.26239502,-1.411172,2.3993068,-0.0411778,0.9873151,-0.15359457,0.12394468,0.7372319,0.36048654,-0.6128125011221612,0.09303105870975875,-0.058411373981178315,0,52,5,1,dws_1/sub_5.csv,4
53,-0.13702202,-1.4082526,2.4891922,-0.022493511,0.9867913,-0.16058303,0.19952321,0.702943,0.22997981,-0.9623543601762995,1.0748362528530533,0.15282677545769263,0,53,5,1,dws_1/sub_5.csv,4
54,-0.04632044,-1.4017762,2.5481207,-0.007472694,0.9858096,-0.16805054,0.14486563,0.60533786,0.24362198,-1.4530799653286102,1.6442717123051078,0.9750040618530272,0,54,5,1,dws_1/sub_5.csv,4
55,0.024569988,-1.3998989,2.5957272,0.0034179688,0.98536104,-0.17055373,-0.06970596,0.24107033,-0.072626896,-2.3161343489695176,2.6555323328826326,-1.5283413734427684,0,55,5,1,dws_1/sub_5.csv,4
56,-0.13364315,-1.4190968,2.4472485,-0.019473732,0.98864055,-0.14956929,-0.7943736,-0.5919,-0.6280132,-0.7282196419880225,2.5263392073805533,-2.7786156439942657,0,56,5,1,dws_1/sub_5.csv,4
57,-0.5509715,-1.4724932,2.0713158,-0.05191035,0.99504966,-0.0844502,-1.5966879,-1.0759311,-0.41947937,0.10950015615843428,1.2794874831578,-2.134413202983463,0,57,5,1,dws_1/sub_5.csv,4
58,-1.6342175,-1.4965725,1.0412846,-0.073114805,0.9973866,0.0063631386,-1.8038177,-1.0699005,-0.44079503,1.1181858487852934,1.7450312712387113,-1.3614388056817412,0,58,5,1,dws_1/sub_5.csv,4
59,-2.3815646,-1.4313704,0.3390953,-0.097860076,0.9902272,0.09883681,-1.7057563,-0.9677073,-0.57324225,-0.2404157097152714,1.0185651366188333,-0.49093752535658286,0,59,5,1,dws_1/sub_5.csv,4
60,-2.5734072,-1.3558775,0.2067607,-0.1127283,0.9770569,0.18111753,-1.4105953,-1.5067477,-0.42472416,-0.7545507263235853,-1.6959288753954094,-0.4315308831262265,0,60,5,1,dws_1/sub_5.csv,4
61,-2.7234676,-1.2874328,0.14530528,-0.11562639,0.9600778,0.25457042,-1.1947038,-1.9459677,-0.5099503,0.644619225675943,-3.0406164322743465,-0.31978083899753285,0,61,5,1,dws_1/sub_5.csv,4
62,-2.786818,-1.2359284,0.17141688,-0.11286275,0.94449526,0.30874288,-0.68224883,-1.486438,-0.40494215,1.327059966583198,-3.612239950932743,0.37677389222595176,0,62,5,1,dws_1/sub_5.csv,4
63,-2.823536,-1.2074072,0.18646938,-0.11257157,0.9346742,0.33722177,-0.3725446,-0.65727925,-0.2877104,1.259190703436372,-3.2147635609220835,1.4295036372652894,0,63,5,1,dws_1/sub_5.csv,4
64,-2.8230147,-1.1917067,0.21027279,-0.11547882,0.92903537,0.35165548,-0.16130733,-0.39676732,-0.21332929,-0.7746254616791158,-4.262861694852409,2.9689732001088722,0,64,5,1,dws_1/sub_5.csv,4
65,-2.8309228,-1.1797643,0.24259508,-0.11736134,0.9245013,0.36275983,-0.16598056,-1.1426458,-0.43043625,-2.4521210480297584,1.235121909152824,3.3400145295111794,0,65,5,1,dws_1/sub_5.csv,4
66,-2.8531592,-1.1661644,0.29195493,-0.11205539,0.9192796,0.37742078,-0.08224583,-1.29691,-0.40430033,-0.6519885850634429,2.012207716905236,6.205614896027612,0,66,5,1,dws_1/sub_5.csv,4
67,-2.865879,-1.1625004,0.33948177,-0.108542815,0.9177875,0.38204125,0.10214704,-1.1273057,-0.34792292,-0.09831565942128133,-1.4592206012834963,2.536333668126197,0,67,5,1,dws_1/sub_5.csv,4
68,-2.9068704,-1.1624563,0.35888332,-0.09246736,0.91782784,0.38612497,-0.08613523,-0.9564748,0.008312613,2.848260640548817,6.439081029058608,-2.0776641525324426,0,68,5,1,dws_1/sub_5.csv,4
69,-2.8974109,-1.1493871,0.37209636,-0.09907189,0.9124971,0.3967994,-0.2400495,0.60417444,-0.41822478,-0.853412955056309,-0.5790805027806958,-0.4663965206771399,0,69,5,1,dws_1/sub_5.csv,4
70,-2.8043327,-1.1483482,0.44658023,-0.1355976,0.91211385,0.38700086,0.59828347,0.08248258,-0.56867355,-2.6743547000622208,0.28024931372071754,-2.563634877413502,0,70,5,1,dws_1/sub_5.csv,4
71,-2.7361486,-1.1872176,0.5399988,-0.14761142,0.9273347,0.3437719,1.1483601,-0.40810415,-0.2813607,0.9230178033035016,0.4389554215309501,-1.5652673337618923,0,71,5,1,dws_1/sub_5.csv,4
72,-2.6520302,-1.2300375,0.625315,-0.15715647,0.94249856,0.29499307,0.89751273,0.5173579,-0.08538932,2.093225981517961,-0.9936538435813635,-1.4859505819015026,0,72,5,1,dws_1/sub_5.csv,4
73,-2.5642319,-1.2600758,0.68024844,-0.16688848,0.95213306,0.25609297,0.498947,0.7325229,0.040900163,0.5333474781842351,-1.2481525071582444,-1.0207077356052605,0,73,5,1,dws_1/sub_5.csv,4
74,-2.5225322,-1.2701122,0.6934536,-0.17181706,0.95513546,0.24122772,0.005265006,0.4244604,0.04739306,-1.4752461488771618,-1.263639299758218,0.2108678976771844,0,74,5,1,dws_1/sub_5.csv,4
75,-2.5234256,-1.2673075,0.68413335,-0.17326865,0.9543,0.24347621,-0.096793,-0.04333347,-0.03385782,-1.2859639241281027,-3.0553315483685917,0.553566134759254,0,75,5,1,dws_1/sub_5.csv,4
76,-2.5292375,-1.2626733,0.6837513,-0.17419817,0.952921,0.24816936,-0.044847537,-0.08025524,-0.020309828,-0.12368643426376782,-2.4563655235653012,0.9261968560401547,0,76,5,1,dws_1/sub_5.csv,4
77,-2.5387392,-1.2654146,0.67568284,-0.17062396,0.9537083,0.24758342,0.04263216,-0.054067522,0.120069094,-0.23841494425747076,-1.7305132209724863,-0.8137490789544095,0,77,5,1,dws_1/sub_5.csv,4
78,-2.5500436,-1.2694532,0.6619176,-0.165235,0.95496863,0.24639699,0.03607217,0.1946289,0.13036028,0.23451940452105627,-0.8800762049993326,-0.6015835291139575,0,78,5,1,dws_1/sub_5.csv,4
79,-2.5619228,-1.2767596,0.6330499,-0.15925567,0.95708925,0.24231735,-0.1780221,0.21506399,0.25786763,-1.2072353503842443,1.6925421487597903,-2.43516368347952,0,79,5,1,dws_1/sub_5.csv,4
80,-2.6666753,-1.2276732,0.53740066,-0.15301323,0.941615,0.29933804,-2.0482051,-0.59372115,-0.2562546,1.613901091195336,4.606771061183574,-1.7782538561112067,0,80,5,1,dws_1/sub_5.csv,4
81,-2.7408152,-1.1103741,0.47248882,-0.17412949,0.89599764,0.4089052,-2.0950637,0.18874454,-0.6178582,1.0329707642470425,4.721141950711253,2.330338735474934,0,81,5,1,dws_1/sub_5.csv,4
82,-2.7404902,-1.0418147,0.44736677,-0.19642945,0.863245,0.46472454,-0.8681662,0.32690513,0.00016155094,-2.779256167055161,0.8230321721063263,2.667229676525438,0,82,5,1,dws_1/sub_5.csv,4
83,-2.7651854,-1.0219679,0.42522675,-0.19229084,0.8531797,0.48504657,-0.063090496,-0.3135666,-0.044655558,0.46948267750943734,-0.9102659168757891,1.3582327214834835,0,83,5,1,dws_1/sub_5.csv,4
84,-2.7482708,-1.045001,0.44507045,-0.19196233,0.86497766,0.46361816,0.9435143,0.32400924,0.1968523,2.094580036293213,-4.127370875685766,0.3741419709091945,0,84,5,1,dws_1/sub_5.csv,4
85,-2.7188332,-1.1159229,0.4475327,-0.18058158,0.8982551,0.4005977,1.4897404,0.6515122,0.65118295,0.03015997871977447,-5.890713400644532,0.5738398430359166,0,85,5,1,dws_1/sub_5.csv,4
86,-2.661726,-1.1843759,0.474621,-0.1737481,0.9263333,0.3342483,1.1318558,0.50520706,0.17580345,-1.046718776631705,-4.066423030396872,1.4212864230306557,0,86,5,1,dws_1/sub_5.csv,4
87,-2.5988173,-1.2322917,0.5462615,-0.17168173,0.94319564,0.28437227,1.1020803,-0.5721767,-0.082279496,-1.2621898481201246,0.7100870395628474,-0.028012892404366902,0,87,5,1,dws_1/sub_5.csv,4
88,-2.530324,-1.2581655,0.6436737,-0.17634964,0.9515718,0.25172564,0.3283487,-0.119700536,-0.2812527,2.4315153668746556,4.651845584778032,0.33066411900715537,0,88,5,1,dws_1/sub_5.csv,4
89,-2.5359416,-1.2606251,0.6367212,-0.17387208,0.95225376,0.25091726,-0.0522981,-0.17709972,0.39916974,1.495380426924823,0.6370229427153884,-5.842635136198435,0,89,5,1,dws_1/sub_5.csv,4
90,-2.6238756,-1.2714131,0.566477,-0.14578107,0.9555457,0.25640303,-0.18281987,-0.13989483,0.31509015,-0.6807889389244494,5.693983443423033,1.250269137902481,0,90,5,1,dws_1/sub_5.csv,4
91,-2.603246,-1.2623789,0.54884833,-0.15564053,0.95281035,0.26037365,0.008354408,1.1882632,-0.14690758,-2.689279632506283,2.57869947794301,0.6103044261678495,0,91,5,1,dws_1/sub_5.csv,4
92,-2.5326054,-1.2764764,0.59279066,-0.16598561,0.9570086,0.23798871,0.529049,-0.07668269,0.005363308,-1.0285372418220087,-4.120051051138022,-1.1825526365967778,0,92,5,1,dws_1/sub_5.csv,4
93,-2.4941387,-1.2906227,0.64498705,-0.16675726,0.9610144,0.22048984,0.30129093,-0.08584401,-0.13945492,0.7641251738567967,1.353581865973699,0.7151280137446296,0,93,5,1,dws_1/sub_5.csv,4
94,-2.4821036,-1.2922899,0.65629405,-0.16837929,0.9614842,0.21720341,-0.21166417,-0.05971712,0.113652654,-0.9292652203137658,-2.431309897655223,-0.6780777789034532,0,94,5,1,dws_1/sub_5.csv,4
95,-2.5674403,-1.2783818,0.58696,-0.15670216,0.95754313,0.24208498,-0.580455,-0.64602065,0.13439125,-0.617291623231649,-2.4426660049330073,-1.3903899510700677,0,95,5,1,dws_1/sub_5.csv,4
96,-2.7139757,-1.2385463,0.48480958,-0.13497555,0.9453356,0.29665366,-1.520853,-1.1807637,0.19973934,1.9992584003594258,0.35585868172868296,-3.659725810634336,0,96,5,1,dws_1/sub_5.csv,4
97,-2.8228474,-1.1443741,0.40429825,-0.12990087,0.9103951,0.39278027,-2.0367684,0.07925707,-0.50119746,2.394138559935457,5.076586952857587,2.0305009514990946,0,97,5,1,dws_1/sub_5.csv,4
98,-2.7724502,-1.0620427,0.40857548,-0.1755298,0.87344366,0.45430687,-1.0503197,1.2108424,-0.379818,-0.048187442608829706,3.0125665004918636,3.6611279664078435,0,98,5,1,dws_1/sub_5.csv,4
99,-2.7397652,-1.0462164,0.40461785,-0.19592889,0.8654362,0.4608423,0.34153286,0.30253667,0.017066367,-1.2477959904598284,-0.6344829927694307,1.5590545624648242,0,99,5,1,dws_1/sub_5.csv,4
100,-2.706657,-1.0880325,0.43641537,-0.1957435,0.88584304,0.4210285,1.1677366,0.016854525,0.17202055,0.9830601476329176,-0.8571174269963777,2.140577330282695,0,100,5,1,dws_1/sub_5.csv,4
101,-2.6757865,-1.1565561,0.4745962,-0.18048388,0.91530156,0.35955212,1.5493124,-0.029503882,0.324662,-1.0492694293199973,-1.7849979746897342,1.7814837352393544,0,101,5,1,dws_1/sub_5.csv,4
102,-2.5916357,-1.2303902,0.5489529,-0.17482224,0.94272566,0.28460103,1.4680054,0.4894992,0.13430312,0.977681092354549,-2.1183063176348904,-2.018268085270899,0,102,5,1,dws_1/sub_5.csv,4
103,-2.4522858,-1.2825828,0.6801445,-0.18047278,0.95870477,0.21929808,1.1627303,0.0982998,-0.22420591,0.003460396336001332,-4.181367246345742,-2.596244105143933,0,103,5,1,dws_1/sub_5.csv,4
104,-2.3423064,-1.2953756,0.7925661,-0.19501798,0.9623229,0.18960765,0.042543363,-0.14345165,-0.21996477,1.8958042686826628,-6.851061619273811,-2.672169983907625,0,104,5,1,dws_1/sub_5.csv,4
105,-2.4239004,-1.2751703,0.7507985,-0.19161156,0.9566512,0.21937054,-0.68896127,-1.336361,-0.09518794,0.1353537390981727,8.041387987408214,-2.967057058190449,0,105,5,1,dws_1/sub_5.csv,4
106,-2.5298858,-1.2341268,0.67998487,-0.18963611,0.94381964,0.27043334,-1.0703162,0.031307697,-0.09292676,-0.3826954967583956,3.8754872275928833,2.5010915826245816,0,106,5,1,dws_1/sub_5.csv,4
107,-2.566676,-1.2082913,0.6180138,-0.19271731,0.935024,0.297593,-0.18623266,0.3680476,0.12030489,-1.846075813809208,-0.6271319470698272,0.8263113799534727,0,107,5,1,dws_1/sub_5.csv,4
108,-2.5408757,-1.217227,0.62641996,-0.19595991,0.93816525,0.2855078,0.3113552,0.6498022,-0.0079419315,-2.6304515090178304,2.3632279704953016,2.6114306103324156,0,108,5,1,dws_1/sub_5.csv,4
109,-2.4703505,-1.234332,0.65946347,-0.204971,0.94388473,0.25864494,0.44723898,0.45538795,0.09644104,-3.686371663333483,0.5753154415687243,-0.8222284010586439,0,109,5,1,dws_1/sub_5.csv,4
110,-2.5289655,-1.2311478,0.6275776,-0.1918546,0.942944,0.27237633,-1.033271,-1.2425308,0.09342537,1.3229284170752167,0.9752663012890123,-3.093976416479506,0,110,5,1,dws_1/sub_5.csv,4
111,-2.6902163,-1.1464449,0.50474936,-0.17949718,0.911245,0.37058866,-2.258755,-0.30314693,-0.19888827,3.33026369015606,1.6633423792322404,-1.1330805672059279,0,111,5,1,dws_1/sub_5.csv,4
112,-2.7134748,-1.0560142,0.4516427,-0.20429167,0.87045383,0.4478072,-1.3732687,0.7790126,-0.31822935,-0.34333973382093286,3.6649379188872215,2.5812756282889735,0,112,5,1,dws_1/sub_5.csv,4
113,-2.7076917,-1.0304857,0.43592542,-0.21651122,0.8575268,0.4666869,0.2911015,0.04503435,0.12544471,-0.40930369487115736,-1.8534365625492308,1.0994718666800825,0,113,5,1,dws_1/sub_5.csv,4
114,-2.6770594,-1.0850973,0.46700996,-0.2089257,0.88440514,0.41736895,1.4607136,0.1887191,0.21581253,1.4310850435245668,-4.0534900996503085,1.2079745930981851,0,114,5,1,dws_1/sub_5.csv,4
115,-2.632457,-1.143855,0.50580496,-0.2019977,0.910205,0.36147168,0.956914,0.15840787,0.28615218,0.4380888313917395,-5.594314256802524,1.8951949895649034,0,115,5,1,dws_1/sub_5.csv,4
116,-2.5935247,-1.198278,0.53680295,-0.189513,0.9314384,0.31069696,1.2650679,0.25678694,0.3414463,0.01598287712542257,-3.436370700910913,-0.46238023711003334,0,116,5,1,dws_1/sub_5.csv,4
117,-2.498407,-1.2536196,0.629782,-0.18714944,0.95012087,0.24939598,1.0469093,0.023035288,-0.16573301,1.1233637510769656,2.4872063266723945,-0.6270018707107757,0,117,5,1,dws_1/sub_5.csv,4
118,-2.4488869,-1.261367,0.68633765,-0.19432026,0.95250434,0.23448786,-0.17883241,-0.17316051,0.1055877,1.5035782870824674,3.6955408872137565,-3.0880637018696477,0,118,5,1,dws_1/sub_5.csv,4
119,-2.5645044,-1.2625349,0.579534,-0.16566241,0.9528576,0.25406113,-0.25921482,-0.3708466,0.63686836,-2.4969767504579576,4.210721420516692,-2.0149521364096414,0,119,5,1,dws_1/sub_5.csv,4
120,-2.5882013,-1.2713171,0.56464976,-0.15487203,0.9555066,0.25098568,0.40986517,0.027850598,-0.1518787,-1.8818739290957889,2.0994249257300694,1.669063714962243,0,120,5,1,dws_1/sub_5.csv,4
121,-2.5159686,-1.2983563,0.6443015,-0.15777843,0.96310496,0.2180666,0.81977576,-0.35604474,0.053970747,-1.1503777910956625,0.13077084903576083,-1.5751493119840585,0,121,5,1,dws_1/sub_5.csv,4
122,-2.465706,-1.3261731,0.7203272,-0.15117432,0.97021955,0.1889526,0.50364304,-0.2936203,-0.006773986,2.13201939926005,-2.4017522861561176,0.36994500862809676,0,122,5,1,dws_1/sub_5.csv,4
123,-2.4402854,-1.3403788,0.742706,-0.1478219,0.9736572,0.17431745,0.07286314,0.207888,0.16994745,0.7672359503548977,-2.5894339577020435,-1.6518527306487412,0,123,5,1,dws_1/sub_5.csv,4
