level_0,attitude.roll,attitude.pitch,attitude.yaw,gravity.x,gravity.y,gravity.z,gyro-x,gyro-y,gyro-z,accel-x,accel-y,accel-z,activity code,index,user,serial,csv,standard activity code
54,-2.045016,-1.3439804,-3.5691977,-0.19991833,0.97427034,0.10297408,0.67872596,-0.30035418,-0.05686885,1.228711606663661,-2.1117985552386696,0.41452756316274963,0,54,24,1,dws_1/sub_24.csv,4
55,-2.037069,-1.3659558,-2.581872,-0.18195295,0.9792726,0.09107969,-0.10144971,0.292544,0.5872661,2.426747513489005,-1.118536705356416,2.4660556992249507,0,55,24,1,dws_1/sub_24.csv,4
56,-2.1265225,-1.377,-3.240266,-0.16345534,0.98111516,0.10181114,-0.38212866,0.58783853,0.2554376,0.07431703078509377,-3.024501864267845,-0.0615791579140855,0,56,24,1,dws_1/sub_24.csv,4
57,-2.2271218,-1.3662775,2.4290204,-0.1611383,0.9793821,0.123767614,-0.68953115,0.45015383,0.02392608,-1.574946073190268,-4.026127096250443,-0.527402943043357,0,57,24,1,dws_1/sub_24.csv,4
58,-2.32845,-1.3479182,3.138608,-0.16027917,0.9749538,0.15200774,-0.47104192,-0.08765438,0.06316882,-0.0888032730628823,-4.203324388874091,-1.0548113482035593,0,58,24,1,dws_1/sub_24.csv,4
59,-2.4404464,-1.3013602,2.8355775,-0.17203037,0.964339,0.20338315,-1.8106759,-0.963267,-0.9144509,-4.726525610149805,7.432473191604755,3.64459523653874,0,59,24,1,dws_1/sub_24.csv,4
60,-2.5640464,-1.1331218,2.8976746,-0.2314155,0.90529794,0.35485762,-3.5537229,-0.87299263,-1.8438437,-0.5791792897539059,10.744305351673187,2.6810263606643483,0,60,24,1,dws_1/sub_24.csv,4
61,-2.5908036,-0.97045064,2.7470393,-0.29525477,0.8255748,0.48181182,-1.989187,0.234954,-1.3191036,3.1213600239306136,3.4261144342182908,1.1278334523759257,0,61,24,1,dws_1/sub_24.csv,4
62,-2.5562398,-0.8959002,2.9233563,-0.34623784,0.78044087,0.5200775,-0.6394752,0.6187015,-0.54896003,-1.5518435927435335,-2.099658132120364,0.5306268693662416,0,62,24,1,dws_1/sub_24.csv,4
63,-2.5210872,-0.9024051,2.713169,-0.35899943,0.7852667,0.50519794,0.8908745,0.314247,0.33514267,0.5883544763428443,-6.7869529634996,-2.4699581688163934,0,63,24,1,dws_1/sub_24.csv,4
64,-2.4883745,-0.9734327,3.07112,-0.34378225,0.8264394,0.44527867,1.7568445,-0.03845656,0.53708017,1.0984582874653224,-9.055136568695787,-2.414512765415266,0,64,24,1,dws_1/sub_24.csv,4
65,-2.4511564,-1.1098254,2.6362576,-0.28126574,0.8960006,0.34437582,3.2535782,-1.0358233,2.0551379,3.2585655580762083,-9.933449319712665,-1.957279821903318,0,65,24,1,dws_1/sub_24.csv,4
66,-2.5194023,-1.3096571,3.5800927,-0.15167987,0.96603936,0.20974903,2.7035973,-1.9845004,1.6134684,-0.6642798444666869,8.246179308957858,3.93693916296507,0,66,24,1,dws_1/sub_24.csv,4
67,-2.3489826,-1.3586836,-0.017724037,-0.15003854,0.9773364,0.14605732,0.3568198,1.660876,-0.9085288,-1.4243986341264454,5.971209297073362,8.961482702926965,0,67,24,1,dws_1/sub_24.csv,4
68,-2.1943552,-1.340271,-3.585219,-0.18539038,0.97381854,0.13468057,0.041357614,-0.49725,-0.120243,8.711861844586357,4.409128090924471,-8.370782357803849,0,68,24,1,dws_1/sub_24.csv,4
69,-2.2584057,-1.3378896,-2.7988071,-0.17834818,0.9728515,0.1458391,-0.12441845,-0.6398665,-0.05046718,-5.104021747713743,4.877436657659637,-0.611530427410892,0,69,24,1,dws_1/sub_24.csv,4
70,-2.26668,-1.3368301,-3.1618466,-0.17821859,0.9728996,0.14901452,-0.034350008,0.90181726,0.15542479,-4.330196977254258,4.175751039820408,-1.7159414934310797,0,70,24,1,dws_1/sub_24.csv,4
71,-2.1540334,-1.3464612,-3.018385,-0.1852053,0.974877,0.12213242,0.7964772,0.47180933,-0.19545898,0.25385635621081243,-3.1423583966921242,-2.060324348536314,0,71,24,1,dws_1/sub_24.csv,4
72,-2.0310805,-1.3662963,-2.7081103,-0.1824594,0.97926664,0.090302564,0.21858957,-0.318129,0.3668384,0.29187553007780986,-2.269640446347216,0.2337362307995733,0,72,24,1,dws_1/sub_24.csv,4
73,-2.1523917,-1.3753293,-3.3917139,-0.16209756,0.98091996,0.10672258,-0.4909836,0.041977197,0.23813336,2.9868100277236977,-2.1200400270219015,1.162684623927228,0,73,24,1,dws_1/sub_24.csv,4
74,-2.2486038,-1.3626707,-1.2602956,-0.16115537,0.9785465,0.12948252,-0.74990195,1.3157973,0.14635216,0.33430473372593417,-2.3014400326746,-0.676517522730727,0,74,24,1,dws_1/sub_24.csv,4
75,-2.3577766,-1.3406098,3.501136,-0.16095474,0.9734981,0.16164005,-0.74660826,-0.07357702,-0.055066988,-2.1458476506503104,-5.007390688117679,0.3993455645393238,0,75,24,1,dws_1/sub_24.csv,4
76,-2.5063095,-1.2758691,2.6615167,-0.17241283,0.95697254,0.2339941,-2.329765,-0.8187911,-0.5815968,-4.418038169865057,6.361881567380316,4.034309587291502,0,76,24,1,dws_1/sub_24.csv,4
77,-2.6708753,-1.110513,2.900188,-0.20202602,0.8958788,0.39578363,-3.6077635,-0.5544037,-1.2486912,2.1142448073820472,10.812501064316274,1.350594842545248,0,77,24,1,dws_1/sub_24.csv,4
78,-2.6480834,-0.95170623,2.7126133,-0.27419302,0.8143797,0.51113904,-1.9318414,0.8472999,-1.5383811,0.5459496045977954,1.083924354497843,-0.8030972751390801,0,78,24,1,dws_1/sub_24.csv,4
79,-2.579556,-0.8864491,2.8319066,-0.33805528,0.7751348,0.53472745,-0.12856248,0.8252427,-0.40974766,-4.417784404368296,-2.398755039120691,0.8456053884994249,0,79,24,1,dws_1/sub_24.csv,4
80,-2.5400224,-0.9261734,2.8573189,-0.33885324,0.7989745,0.49566275,1.4693062,-0.05480829,0.59947556,1.128513621014573,-7.176415189496954,-2.1188943544464616,0,80,24,1,dws_1/sub_24.csv,4
81,-2.4994588,-1.0380125,2.8096313,-0.30558747,0.86199725,0.40649283,2.9505646,0.014836997,0.8914859,1.0157908419151362,-11.864349813299134,-0.07512056371187109,0,81,24,1,dws_1/sub_24.csv,4
82,-2.4022841,-1.2276838,3.192426,-0.22576696,0.94101197,0.24845697,3.316028,-0.0820086,2.5624902,3.161285316410169,-5.96760037107934,-2.42778546872826,0,82,24,1,dws_1/sub_24.csv,4
83,-2.4260411,-1.3713952,2.227723,-0.1301188,0.98079437,0.15022448,1.326138,-1.7892702,0.40387738,-2.432659990162848,8.888928824915311,3.890606775168012,0,83,24,1,dws_1/sub_24.csv,4
84,-2.1833193,-1.3671583,-2.9762383,-0.1653923,0.9790356,0.11583239,0.3872252,0.8133972,-0.8659551,1.6743187851686323,1.404169609364615,1.403997525325111,0,84,24,1,dws_1/sub_24.csv,4
85,-2.185971,-1.3697071,-2.9718,-0.16298547,0.98002994,0.11476957,-0.028563455,-1.8517458,0.4096347,8.21452083506998,5.5555196549551376,-3.1933193297319833,0,85,24,1,dws_1/sub_24.csv,4
86,-2.246193,-1.3791332,-2.9482386,-0.14869067,0.98158544,0.11929313,0.108413704,1.1306047,0.06968588,-9.387589240466172,3.0280227343697703,-1.4798207822276945,0,86,24,1,dws_1/sub_24.csv,4
87,-2.147583,-1.3924466,-3.0737805,-0.14878015,0.98421097,0.09675155,0.39411286,0.26319057,0.10636565,-1.747371424022566,0.9313195238209243,-1.6644759820641157,0,87,24,1,dws_1/sub_24.csv,4
88,-2.0849342,-1.3939843,-2.6606243,-0.15333802,0.98438716,0.08622891,-0.012530871,-0.20275591,-0.22728524,1.8907895021128307,-1.1871607291601165,0.21871087741087597,0,88,24,1,dws_1/sub_24.csv,4
89,-2.1864574,-1.3847003,-3.4272506,-0.1507653,0.9827914,0.10704742,-0.60797995,0.1042608,0.35589528,1.9996038108604377,-4.4643860353258695,1.3029140448735101,0,89,24,1,dws_1/sub_24.csv,4
90,-2.3604705,-1.3807752,1.1932755,-0.13349661,0.98212636,0.13388216,-0.83104396,0.7449997,0.21984316,-0.8740205239204679,-1.6232507724668683,1.2506027815769467,0,90,24,1,dws_1/sub_24.csv,4
91,-2.5420227,-1.2855037,3.4177136,-0.15815192,0.9593372,0.23268223,-3.1273775,-0.9148092,-1.1592854,-3.334449894209751,0.09909952331152444,1.9338280910474912,0,91,24,1,dws_1/sub_24.csv,4
92,-2.6817422,-1.1017879,2.5187073,-0.20082675,0.89231217,0.40488446,-3.3579154,-0.06227237,-0.8250265,3.76263200158122,6.4519466553620575,-0.3552436477170522,0,92,24,1,dws_1/sub_24.csv,4
93,-2.6787267,-0.9810919,3.0006578,-0.24956879,0.83100253,0.49728602,-1.4578784,1.205708,-0.95566773,0.027358590293617854,6.535098412999779,-1.7655340054634405,0,93,24,1,dws_1/sub_24.csv,4
94,-2.5550084,-0.93326664,2.6038268,-0.3268909,0.80359304,0.4969659,0.19152252,1.5212538,-0.62911594,-3.715973036407329,-1.8764375328902778,-1.7541553726486554,0,94,24,1,dws_1/sub_24.csv,4
95,-2.4980707,-0.9880338,3.1430671,-0.33437985,0.83524996,0.43793234,2.1506639,-0.108281106,0.8267292,-0.6392984686469618,-7.740479521302463,-1.1425343773037944,0,95,24,1,dws_1/sub_24.csv,4
96,-2.379177,-1.1668254,2.4978275,-0.26717708,0.91906613,0.28725106,4.2912354,-0.34536627,1.8841324,1.6041085446832128,-10.410492653184606,0.30288749115796987,0,96,24,1,dws_1/sub_24.csv,4
97,-2.327356,-1.3623106,-1.0299482,-0.1528633,0.9787928,0.14030242,2.0090864,-1.8419838,1.9290059,1.489799284536172,2.206596257007641,0.3696565067505334,0,97,24,1,dws_1/sub_24.csv,4
98,-2.2625887,-1.4084107,-1.4672492,-0.123232484,0.98653364,0.10302848,0.36463484,0.8429803,-0.57927775,-1.7770522484845084,11.996662753445042,5.143178354009693,0,98,24,1,dws_1/sub_24.csv,4
99,-2.118808,-1.3958822,-3.2066257,-0.14875893,0.9850732,0.09069331,0.034034155,-1.0079494,0.16389333,13.509866860881901,-1.84398010191851,-6.686765877865158,0,99,24,1,dws_1/sub_24.csv,4
100,-2.3008256,-1.4222972,-3.1582167,-0.1097625,0.98880076,0.099174134,-0.1273483,1.0097985,0.63577515,-6.376929810529992,5.665033843061266,1.0540907784589661,0,100,24,1,dws_1/sub_24.csv,4
101,-2.2728517,-1.4103934,-1.0647223,-0.12220369,0.9872757,0.102862194,-0.27548605,0.7866828,-0.38866943,-5.515848549210802,-0.9490573006495882,-4.437937904031906,0,101,24,1,dws_1/sub_24.csv,4
102,-2.2486866,-1.4243002,-2.1868625,-0.112955645,0.9890736,0.09215101,0.7856016,-0.39315403,0.5935364,3.83081504901145,-6.437989492330674,-0.6651750918495647,0,102,24,1,dws_1/sub_24.csv,4
103,-2.152382,-1.459056,-3.7852964,-0.094047,0.99402404,0.060576275,0.039996088,0.8647885,0.0894573,-0.4445320714365828,1.4192584289848578,0.7579153565043045,0,103,24,1,dws_1/sub_24.csv,4
104,-2.2675953,-1.4411124,1.4087548,-0.09888479,0.99148536,0.08317998,-0.76916677,0.73349506,-0.054995343,0.2949446379669728,-2.0249239229783083,1.189123152089583,0,104,24,1,dws_1/sub_24.csv,4
105,-2.420978,-1.3775232,3.2756176,-0.1267676,0.98146814,0.14441282,-2.0786092,0.2608049,-1.0695536,-3.4117895599810075,-1.9422591523588837,2.6851388481778313,0,105,24,1,dws_1/sub_24.csv,4
106,-2.5891685,-1.2115172,2.6416047,-0.18466151,0.93630666,0.2990756,-3.515795,-1.7265332,-1.4357274,1.6431906564485557,4.944603116384938,0.5486358920350589,0,106,24,1,dws_1/sub_24.csv,4
107,-2.687581,-1.0381825,2.8326209,-0.22287911,0.86109185,0.45642555,-2.9381673,0.35290462,-1.0759786,2.5855433401156143,4.929293394657859,0.31674448844934133,0,107,24,1,dws_1/sub_24.csv,4
108,-2.6123044,-0.9285538,2.6975818,-0.30183077,0.8015377,0.51747984,-0.74339944,1.4949706,-0.99340785,-1.6614239311802292,-2.613327500702278,-0.9241289233194174,0,108,24,1,dws_1/sub_24.csv,4
109,-2.5469723,-0.94170684,2.8146052,-0.33085522,0.8075141,0.48621958,1.0469158,0.3171199,0.47863287,-1.809584692616838,-3.8382032891614735,-1.899435895252635,0,109,24,1,dws_1/sub_24.csv,4
110,-2.5047438,-1.0396357,2.8244889,-0.29959917,0.8636828,0.40906274,2.9417944,-0.5289657,0.9608673,1.3528343571759893,-14.53376535044047,-1.8161990896623077,0,110,24,1,dws_1/sub_24.csv,4
111,-2.5183682,-1.2530445,2.894395,-0.18402071,0.9485146,0.25199696,3.6522143,-1.331353,2.8600228,3.502119108088339,-0.6948564174999428,1.474154431186768,0,111,24,1,dws_1/sub_24.csv,4
112,-2.4958282,-1.3864813,2.8684473,-0.1100289,0.9838283,0.14606085,1.2017505,0.14375359,-0.38770556,-3.8782123851079664,14.236773296027504,3.9671087617914487,0,112,24,1,dws_1/sub_24.csv,4
113,-2.1955616,-1.3712252,-2.1205075,-0.16009615,0.9798466,0.11676515,0.32815504,-1.0305192,-0.56954753,6.814704464420095,-1.8742372059590828,-3.5465882837688323,0,113,24,1,dws_1/sub_24.csv,4
114,-2.3175895,-1.390196,-3.4728694,-0.13195075,0.9839427,0.12155472,0.1953196,-0.52986157,0.6228172,-2.973895541809565,3.316833533078451,2.2044715343327805,0,114,24,1,dws_1/sub_24.csv,4
115,-2.1721683,-1.4051,-2.5974145,-0.13587499,0.9861592,0.09349758,0.36216027,1.5847719,-0.27929074,-6.159328558681055,5.214505115703415,-1.1645964831030449,0,115,24,1,dws_1/sub_24.csv,4
116,-2.2005866,-1.389959,-3.6583123,-0.14513539,0.9837734,0.10600906,-0.6024116,-1.4042017,-0.10790439,1.6255547860180417,-0.5859153059573101,-0.17953885442456163,0,116,24,1,dws_1/sub_24.csv,4
117,-2.3459473,-1.3691688,0.028845131,-0.14337245,0.979734,0.13998282,-0.7511863,0.7121919,0.018405646,-0.17607677690879434,-3.434966389495881,1.898327223296217,0,117,24,1,dws_1/sub_24.csv,4
118,-2.514773,-1.2925043,3.5434098,-0.16081098,0.9614507,0.22263947,-2.7977412,-0.43007886,-0.6801937,0.7648355989714775,0.5781135903683879,2.221240794074972,0,118,24,1,dws_1/sub_24.csv,4
119,-2.6692731,-1.1209279,2.5022368,-0.19817771,0.90071076,0.38720077,-3.3502846,-0.45031583,-1.2189997,2.1539132482919348,0.413667755618966,-2.553038537213047,0,119,24,1,dws_1/sub_24.csv,4
120,-2.6550243,-0.97826433,3.0657618,-0.2614625,0.82942,0.49336255,-1.8388705,0.9364436,-1.2002386,0.11529618052993965,0.005835378531327131,0.08176733642591322,0,120,24,1,dws_1/sub_24.csv,4
121,-2.5895479,-0.9223443,2.6221552,-0.31556156,0.79712164,0.5149964,0.09865384,0.4041804,-0.3990053,-3.701911886604386,-0.9310273477098637,-2.914771082355245,0,121,24,1,dws_1/sub_24.csv,4
122,-2.5735662,-0.98536384,3.1383479,-0.29916963,0.8335866,0.46479642,2.2245867,-0.22027843,1.0806162,-1.5054538418713423,-6.401582786299644,0.09275110754858963,0,122,24,1,dws_1/sub_24.csv,4
123,-2.5502696,-1.1817086,2.5597446,-0.20962009,0.9249768,0.31575882,4.280843,-0.6919396,2.350659,2.610394725393387,-7.5398967976803775,0.09953204052560348,0,123,24,1,dws_1/sub_24.csv,4
124,-2.568604,-1.3939197,3.6115172,-0.09592778,0.9848715,0.14816087,2.5213282,-0.92391443,1.4779967,-0.4199824168942197,5.7907727639089295,0.9294656553947919,0,124,24,1,dws_1/sub_24.csv,4
